concept_key,preferred_name,semantic_definition,entity_level,value_type,cardinality,structured_shape_ref,source_of_truth_kind,read_contract,write_contract,applicability_kind,owner_candidate,representation_candidate,localization_kind,vocabulary_kind,concept_status,evidence_platforms,evidence_coverage_count,alias_concept_keys,broader_concept_key,conflicts_with_concept_keys,decision_reference,confidence,review_status,review_note
adobe:structure:authoritative_attribute_metadata:entity_type,"structure:authoritative attribute metadata:entity type","Adobe-local semantic represented by frozen provider evidence.",StructuredMember,provider_typed,optional_one,not_applicable,merchant_or_domain,readable,not_proven,provider_context,AttributeSchema,value_or_context_member,store_scope_not_localization,provider_controlled_or_typed,structure,adobe_commerce,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Provider-local concept; no cross-platform merge asserted."
adobe:structure:authoritative_attribute_metadata:frontend_class,"structure:authoritative attribute metadata:frontend class","Adobe-local semantic represented by frozen provider evidence.",StructuredMember,provider_typed,optional_one,not_applicable,merchant_or_domain,readable,not_proven,provider_context,AttributeSchema,value_or_context_member,store_scope_not_localization,provider_controlled_or_typed,structure,adobe_commerce,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Provider-local concept; no cross-platform merge asserted."
adobe:structure:authoritative_attribute_metadata:frontend_input,"structure:authoritative attribute metadata:frontend input","Adobe-local semantic represented by frozen provider evidence.",StructuredMember,provider_typed,optional_one,not_applicable,merchant_or_domain,surface_defined,surface_defined,provider_context,AttributeSchema,value_or_context_member,store_scope_not_localization,provider_controlled_or_typed,structure,adobe_commerce,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Provider-local concept; no cross-platform merge asserted."
adobe:structure:authoritative_attribute_metadata:is_comparable,"structure:authoritative attribute metadata:is comparable","Adobe-local semantic represented by frozen provider evidence.",StructuredMember,provider_typed,optional_one,not_applicable,merchant_or_domain,readable,not_proven,provider_context,AttributeSchema,value_or_context_member,store_scope_not_localization,provider_controlled_or_typed,structure,adobe_commerce,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Provider-local concept; no cross-platform merge asserted."
adobe:structure:authoritative_attribute_metadata:is_filterable,"structure:authoritative attribute metadata:is filterable","Adobe-local semantic represented by frozen provider evidence.",StructuredMember,provider_typed,optional_one,not_applicable,merchant_or_domain,readable,not_proven,provider_context,AttributeSchema,value_or_context_member,store_scope_not_localization,provider_controlled_or_typed,structure,adobe_commerce,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Provider-local concept; no cross-platform merge asserted."
adobe:structure:authoritative_attribute_metadata:is_filterable_in_search,"structure:authoritative attribute metadata:is filterable in search","Adobe-local semantic represented by frozen provider evidence.",StructuredMember,provider_typed,optional_one,not_applicable,merchant_or_domain,readable,not_proven,provider_context,AttributeSchema,value_or_context_member,store_scope_not_localization,provider_controlled_or_typed,structure,adobe_commerce,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Provider-local concept; no cross-platform merge asserted."
adobe:structure:authoritative_attribute_metadata:is_html_allowed_on_front,"structure:authoritative attribute metadata:is html allowed on front","Adobe-local semantic represented by frozen provider evidence.",StructuredMember,provider_typed,optional_one,not_applicable,merchant_or_domain,readable,not_proven,provider_context,AttributeSchema,value_or_context_member,store_scope_not_localization,provider_controlled_or_typed,structure,adobe_commerce,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Provider-local concept; no cross-platform merge asserted."
adobe:structure:authoritative_attribute_metadata:is_required,"structure:authoritative attribute metadata:is required","Adobe-local semantic represented by frozen provider evidence.",StructuredMember,provider_typed,optional_one,not_applicable,merchant_or_domain,surface_defined,surface_defined,provider_context,AttributeSchema,requiredness_member,store_scope_not_localization,provider_controlled_or_typed,structure,adobe_commerce,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Provider-local concept; no cross-platform merge asserted."
adobe:structure:authoritative_attribute_metadata:is_searchable,"structure:authoritative attribute metadata:is searchable","Adobe-local semantic represented by frozen provider evidence.",StructuredMember,provider_typed,optional_one,not_applicable,merchant_or_domain,readable,not_proven,provider_context,AttributeSchema,value_or_context_member,store_scope_not_localization,provider_controlled_or_typed,structure,adobe_commerce,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Provider-local concept; no cross-platform merge asserted."
adobe:structure:authoritative_attribute_metadata:is_unique,"structure:authoritative attribute metadata:is unique","Adobe-local semantic represented by frozen provider evidence.",StructuredMember,provider_typed,optional_one,not_applicable,merchant_or_domain,readable,not_proven,provider_context,AttributeSchema,value_or_context_member,store_scope_not_localization,provider_controlled_or_typed,structure,adobe_commerce,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Provider-local concept; no cross-platform merge asserted."
adobe:structure:authoritative_attribute_metadata:is_used_for_customer_segment,"structure:authoritative attribute metadata:is used for customer segment","Adobe-local semantic represented by frozen provider evidence.",StructuredMember,provider_typed,optional_one,not_applicable,merchant_or_domain,readable,not_proven,provider_context,AttributeSchema,value_or_context_member,store_scope_not_localization,provider_controlled_or_typed,structure,adobe_commerce,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Provider-local concept; no cross-platform merge asserted."
adobe:structure:authoritative_attribute_metadata:is_used_for_price_rules,"structure:authoritative attribute metadata:is used for price rules","Adobe-local semantic represented by frozen provider evidence.",StructuredMember,provider_typed,optional_one,not_applicable,merchant_or_domain,readable,not_proven,provider_context,AttributeSchema,value_or_context_member,store_scope_not_localization,provider_controlled_or_typed,structure,adobe_commerce,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Provider-local concept; no cross-platform merge asserted."
adobe:structure:authoritative_attribute_metadata:is_used_for_promo_rules,"structure:authoritative attribute metadata:is used for promo rules","Adobe-local semantic represented by frozen provider evidence.",StructuredMember,provider_typed,optional_one,not_applicable,merchant_or_domain,readable,not_proven,provider_context,AttributeSchema,value_or_context_member,store_scope_not_localization,provider_controlled_or_typed,structure,adobe_commerce,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Provider-local concept; no cross-platform merge asserted."
adobe:structure:authoritative_attribute_metadata:is_visible_in_advanced_search,"structure:authoritative attribute metadata:is visible in advanced search","Adobe-local semantic represented by frozen provider evidence.",StructuredMember,provider_typed,optional_one,not_applicable,merchant_or_domain,readable,not_proven,provider_context,AttributeSchema,value_or_context_member,store_scope_not_localization,provider_controlled_or_typed,structure,adobe_commerce,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Provider-local concept; no cross-platform merge asserted."
adobe:structure:authoritative_attribute_metadata:is_visible_on_front,"structure:authoritative attribute metadata:is visible on front","Adobe-local semantic represented by frozen provider evidence.",StructuredMember,provider_typed,optional_one,not_applicable,merchant_or_domain,readable,not_proven,provider_context,AttributeSchema,value_or_context_member,store_scope_not_localization,provider_controlled_or_typed,structure,adobe_commerce,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Provider-local concept; no cross-platform merge asserted."
adobe:structure:authoritative_attribute_metadata:is_wysiwyg_enabled,"structure:authoritative attribute metadata:is wysiwyg enabled","Adobe-local semantic represented by frozen provider evidence.",StructuredMember,provider_typed,optional_one,not_applicable,merchant_or_domain,readable,not_proven,provider_context,AttributeSchema,value_or_context_member,store_scope_not_localization,provider_controlled_or_typed,structure,adobe_commerce,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Provider-local concept; no cross-platform merge asserted."
adobe:structure:authoritative_attribute_metadata:label,"structure:authoritative attribute metadata:label","Adobe-local semantic represented by frozen provider evidence.",StructuredMember,provider_typed,optional_one,not_applicable,merchant_or_domain,readable,not_proven,provider_context,AttributeSchema,value_or_context_member,store_scope_not_localization,provider_controlled_or_typed,structure,adobe_commerce,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Provider-local concept; no cross-platform merge asserted."
adobe:structure:authoritative_attribute_metadata:options,"structure:authoritative attribute metadata:options","Adobe-local semantic represented by frozen provider evidence.",StructuredMember,provider_typed,optional_one,not_applicable,merchant_or_domain,surface_defined,surface_defined,provider_context,AttributeSchema,value_or_context_member,store_scope_not_localization,provider_controlled_or_typed,structure,adobe_commerce,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Provider-local concept; no cross-platform merge asserted."
adobe:structure:authoritative_attribute_metadata:swatch_input_type,"structure:authoritative attribute metadata:swatch input type","Adobe-local semantic represented by frozen provider evidence.",StructuredMember,provider_typed,optional_one,not_applicable,merchant_or_domain,readable,not_proven,provider_context,AttributeSchema,value_or_context_member,store_scope_not_localization,provider_controlled_or_typed,structure,adobe_commerce,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Provider-local concept; no cross-platform merge asserted."
adobe:structure:authoritative_attribute_metadata:update_product_preview_image,"structure:authoritative attribute metadata:update product preview image","Adobe-local semantic represented by frozen provider evidence.",StructuredMember,provider_typed,optional_one,not_applicable,merchant_or_domain,readable,not_proven,provider_context,AttributeSchema,value_or_context_member,store_scope_not_localization,provider_controlled_or_typed,structure,adobe_commerce,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Provider-local concept; no cross-platform merge asserted."
adobe:structure:authoritative_attribute_metadata:use_product_image_for_swatch,"structure:authoritative attribute metadata:use product image for swatch","Adobe-local semantic represented by frozen provider evidence.",StructuredMember,provider_typed,optional_one,not_applicable,merchant_or_domain,readable,not_proven,provider_context,AttributeSchema,value_or_context_member,store_scope_not_localization,provider_controlled_or_typed,structure,adobe_commerce,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Provider-local concept; no cross-platform merge asserted."
adobe:structure:authoritative_attribute_metadata:used_in_product_listing,"structure:authoritative attribute metadata:used in product listing","Adobe-local semantic represented by frozen provider evidence.",StructuredMember,provider_typed,optional_one,not_applicable,merchant_or_domain,readable,not_proven,provider_context,AttributeSchema,value_or_context_member,store_scope_not_localization,provider_controlled_or_typed,structure,adobe_commerce,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Provider-local concept; no cross-platform merge asserted."
adobe:structure:base_price:price,"structure:base price:price","Adobe-local semantic represented by frozen provider evidence.",StructuredMember,provider_typed,optional_one,not_applicable,merchant_or_domain,surface_defined,surface_defined,provider_context,Pricing,pricing_value_member,store_scope_not_localization,provider_controlled_or_typed,structure,adobe_commerce,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Provider-local concept; no cross-platform merge asserted."
adobe:structure:base_price:sku,"structure:base price:sku","Adobe-local semantic represented by frozen provider evidence.",StructuredMember,provider_typed,optional_one,not_applicable,merchant_or_domain,surface_defined,surface_defined,provider_context,Pricing,reference_member,store_scope_not_localization,provider_controlled_or_typed,structure,adobe_commerce,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Provider-local concept; no cross-platform merge asserted."
adobe:structure:base_price:store_id,"structure:base price:store id","Adobe-local semantic represented by frozen provider evidence.",StructuredMember,provider_typed,optional_one,not_applicable,merchant_or_domain,surface_defined,surface_defined,provider_context,Pricing,reference_member,store_scope_not_localization,provider_controlled_or_typed,structure,adobe_commerce,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Provider-local concept; no cross-platform merge asserted."
adobe:structure:bundle_import_value:can_change_qty,"structure:bundle import value:can change qty","Adobe-local semantic represented by frozen provider evidence.",StructuredMember,provider_typed,optional_one,not_applicable,merchant_or_domain,import_representation,writable,provider_context,BundleComposition,value_or_context_member,store_scope_not_localization,provider_controlled_or_typed,structure,adobe_commerce,1,not_applicable,not_applicable,not_applicable,queue:adobe_composition_mapping,supported,DEFERRED_REVIEW,"Provider-local concept; no cross-platform merge asserted."
adobe:structure:bundle_import_value:default,"structure:bundle import value:default","Adobe-local semantic represented by frozen provider evidence.",StructuredMember,provider_typed,optional_one,not_applicable,merchant_or_domain,import_representation,writable,provider_context,BundleComposition,value_or_context_member,store_scope_not_localization,provider_controlled_or_typed,structure,adobe_commerce,1,not_applicable,not_applicable,not_applicable,queue:adobe_composition_mapping,supported,DEFERRED_REVIEW,"Provider-local concept; no cross-platform merge asserted."
adobe:structure:bundle_import_value:default_qty,"structure:bundle import value:default qty","Adobe-local semantic represented by frozen provider evidence.",StructuredMember,provider_typed,optional_one,not_applicable,merchant_or_domain,import_representation,writable,provider_context,BundleComposition,value_or_context_member,store_scope_not_localization,provider_controlled_or_typed,structure,adobe_commerce,1,not_applicable,not_applicable,not_applicable,queue:adobe_composition_mapping,supported,DEFERRED_REVIEW,"Provider-local concept; no cross-platform merge asserted."
adobe:structure:bundle_import_value:name,"structure:bundle import value:name","Adobe-local semantic represented by frozen provider evidence.",StructuredMember,provider_typed,optional_one,not_applicable,merchant_or_domain,import_representation,writable,provider_context,BundleComposition,value_or_context_member,store_scope_not_localization,provider_controlled_or_typed,structure,adobe_commerce,1,not_applicable,not_applicable,not_applicable,queue:adobe_composition_mapping,supported,DEFERRED_REVIEW,"Provider-local concept; no cross-platform merge asserted."
adobe:structure:bundle_import_value:price,"structure:bundle import value:price","Adobe-local semantic represented by frozen provider evidence.",StructuredMember,provider_typed,optional_one,not_applicable,merchant_or_domain,import_representation,writable,provider_context,BundleComposition,price_modifier_member,store_scope_not_localization,provider_controlled_or_typed,structure,adobe_commerce,1,not_applicable,not_applicable,not_applicable,queue:adobe_composition_mapping,supported,DEFERRED_REVIEW,"Provider-local concept; no cross-platform merge asserted."
adobe:structure:bundle_import_value:price_type,"structure:bundle import value:price type","Adobe-local semantic represented by frozen provider evidence.",StructuredMember,provider_typed,optional_one,not_applicable,merchant_or_domain,import_representation,writable,provider_context,BundleComposition,price_modifier_member,store_scope_not_localization,provider_controlled_or_typed,structure,adobe_commerce,1,not_applicable,not_applicable,not_applicable,queue:adobe_composition_mapping,supported,DEFERRED_REVIEW,"Provider-local concept; no cross-platform merge asserted."
adobe:structure:bundle_import_value:required,"structure:bundle import value:required","Adobe-local semantic represented by frozen provider evidence.",StructuredMember,provider_typed,optional_one,not_applicable,merchant_or_domain,import_representation,writable,provider_context,BundleComposition,requiredness_member,store_scope_not_localization,provider_controlled_or_typed,structure,adobe_commerce,1,not_applicable,not_applicable,not_applicable,queue:adobe_composition_mapping,supported,DEFERRED_REVIEW,"Provider-local concept; no cross-platform merge asserted."
adobe:structure:bundle_import_value:sku,"structure:bundle import value:sku","Adobe-local semantic represented by frozen provider evidence.",StructuredMember,provider_typed,optional_one,not_applicable,merchant_or_domain,import_representation,writable,provider_context,BundleComposition,reference_member,store_scope_not_localization,provider_controlled_or_typed,structure,adobe_commerce,1,not_applicable,not_applicable,not_applicable,queue:adobe_composition_mapping,supported,DEFERRED_REVIEW,"Provider-local concept; no cross-platform merge asserted."
adobe:structure:bundle_import_value:type,"structure:bundle import value:type","Adobe-local semantic represented by frozen provider evidence.",StructuredMember,provider_typed,optional_one,not_applicable,merchant_or_domain,import_representation,writable,provider_context,BundleComposition,value_or_context_member,store_scope_not_localization,provider_controlled_or_typed,structure,adobe_commerce,1,not_applicable,not_applicable,not_applicable,queue:adobe_composition_mapping,supported,DEFERRED_REVIEW,"Provider-local concept; no cross-platform merge asserted."
adobe:structure:bundle_product_link:can_change_quantity,"structure:bundle product link:can change quantity","Adobe-local semantic represented by frozen provider evidence.",StructuredMember,provider_typed,optional_one,not_applicable,merchant_or_domain,surface_defined,surface_defined,provider_context,BundleComposition,value_or_context_member,store_scope_not_localization,provider_controlled_or_typed,structure,adobe_commerce,1,not_applicable,not_applicable,not_applicable,queue:adobe_composition_mapping,supported,DEFERRED_REVIEW,"Provider-local concept; no cross-platform merge asserted."
adobe:structure:bundle_product_link:id,"structure:bundle product link:id","Adobe-local semantic represented by frozen provider evidence.",StructuredMember,provider_typed,optional_one,not_applicable,merchant_or_domain,surface_defined,surface_defined,provider_context,BundleComposition,identity_member,store_scope_not_localization,provider_controlled_or_typed,structure,adobe_commerce,1,not_applicable,not_applicable,not_applicable,queue:adobe_composition_mapping,supported,DEFERRED_REVIEW,"Provider-local concept; no cross-platform merge asserted."
adobe:structure:bundle_product_link:is_default,"structure:bundle product link:is default","Adobe-local semantic represented by frozen provider evidence.",StructuredMember,provider_typed,optional_one,not_applicable,merchant_or_domain,surface_defined,surface_defined,provider_context,BundleComposition,value_or_context_member,store_scope_not_localization,provider_controlled_or_typed,structure,adobe_commerce,1,not_applicable,not_applicable,not_applicable,queue:adobe_composition_mapping,supported,DEFERRED_REVIEW,"Provider-local concept; no cross-platform merge asserted."
adobe:structure:bundle_product_link:option_id,"structure:bundle product link:option id","Adobe-local semantic represented by frozen provider evidence.",StructuredMember,provider_typed,optional_one,not_applicable,merchant_or_domain,surface_defined,surface_defined,provider_context,BundleComposition,identity_member,store_scope_not_localization,provider_controlled_or_typed,structure,adobe_commerce,1,not_applicable,not_applicable,not_applicable,queue:adobe_composition_mapping,supported,DEFERRED_REVIEW,"Provider-local concept; no cross-platform merge asserted."
adobe:structure:bundle_product_link:position,"structure:bundle product link:position","Adobe-local semantic represented by frozen provider evidence.",StructuredMember,provider_typed,optional_one,not_applicable,merchant_or_domain,surface_defined,surface_defined,provider_context,BundleComposition,ordering_member,store_scope_not_localization,provider_controlled_or_typed,structure,adobe_commerce,1,not_applicable,not_applicable,not_applicable,queue:adobe_composition_mapping,supported,DEFERRED_REVIEW,"Provider-local concept; no cross-platform merge asserted."
adobe:structure:bundle_product_link:price,"structure:bundle product link:price","Adobe-local semantic represented by frozen provider evidence.",StructuredMember,provider_typed,optional_one,not_applicable,merchant_or_domain,surface_defined,surface_defined,provider_context,BundleComposition,price_modifier_member,store_scope_not_localization,provider_controlled_or_typed,structure,adobe_commerce,1,not_applicable,not_applicable,not_applicable,queue:adobe_composition_mapping,supported,DEFERRED_REVIEW,"Provider-local concept; no cross-platform merge asserted."
adobe:structure:bundle_product_link:price_type,"structure:bundle product link:price type","Adobe-local semantic represented by frozen provider evidence.",StructuredMember,provider_typed,optional_one,not_applicable,merchant_or_domain,surface_defined,surface_defined,provider_context,BundleComposition,price_modifier_member,store_scope_not_localization,provider_controlled_or_typed,structure,adobe_commerce,1,not_applicable,not_applicable,not_applicable,queue:adobe_composition_mapping,supported,DEFERRED_REVIEW,"Provider-local concept; no cross-platform merge asserted."
adobe:structure:bundle_product_link:qty,"structure:bundle product link:qty","Adobe-local semantic represented by frozen provider evidence.",StructuredMember,provider_typed,optional_one,not_applicable,merchant_or_domain,surface_defined,surface_defined,provider_context,BundleComposition,value_or_context_member,store_scope_not_localization,provider_controlled_or_typed,structure,adobe_commerce,1,not_applicable,not_applicable,not_applicable,queue:adobe_composition_mapping,supported,DEFERRED_REVIEW,"Provider-local concept; no cross-platform merge asserted."
adobe:structure:bundle_product_link:sku,"structure:bundle product link:sku","Adobe-local semantic represented by frozen provider evidence.",StructuredMember,provider_typed,optional_one,not_applicable,merchant_or_domain,surface_defined,surface_defined,provider_context,BundleComposition,reference_member,store_scope_not_localization,provider_controlled_or_typed,structure,adobe_commerce,1,not_applicable,not_applicable,not_applicable,queue:adobe_composition_mapping,supported,DEFERRED_REVIEW,"Provider-local concept; no cross-platform merge asserted."
adobe:structure:bundle_product_option:option_id,"structure:bundle product option:option id","Adobe-local semantic represented by frozen provider evidence.",StructuredMember,provider_typed,optional_one,not_applicable,merchant_or_domain,surface_defined,surface_defined,provider_context,BundleComposition,identity_member,store_scope_not_localization,provider_controlled_or_typed,structure,adobe_commerce,1,not_applicable,not_applicable,not_applicable,queue:adobe_composition_mapping,supported,DEFERRED_REVIEW,"Provider-local concept; no cross-platform merge asserted."
adobe:structure:bundle_product_option:position,"structure:bundle product option:position","Adobe-local semantic represented by frozen provider evidence.",StructuredMember,provider_typed,optional_one,not_applicable,merchant_or_domain,surface_defined,surface_defined,provider_context,BundleComposition,ordering_member,store_scope_not_localization,provider_controlled_or_typed,structure,adobe_commerce,1,not_applicable,not_applicable,not_applicable,queue:adobe_composition_mapping,supported,DEFERRED_REVIEW,"Provider-local concept; no cross-platform merge asserted."
adobe:structure:bundle_product_option:product_links,"structure:bundle product option:product links","Adobe-local semantic represented by frozen provider evidence.",StructuredMember,structured,optional_one,not_applicable,merchant_or_domain,surface_defined,surface_defined,provider_context,BundleComposition,value_or_context_member,store_scope_not_localization,provider_controlled_or_typed,structure,adobe_commerce,1,not_applicable,not_applicable,not_applicable,queue:adobe_composition_mapping,supported,DEFERRED_REVIEW,"Provider-local concept; no cross-platform merge asserted."
adobe:structure:bundle_product_option:required,"structure:bundle product option:required","Adobe-local semantic represented by frozen provider evidence.",StructuredMember,provider_typed,optional_one,not_applicable,merchant_or_domain,surface_defined,surface_defined,provider_context,BundleComposition,requiredness_member,store_scope_not_localization,provider_controlled_or_typed,structure,adobe_commerce,1,not_applicable,not_applicable,not_applicable,queue:adobe_composition_mapping,supported,DEFERRED_REVIEW,"Provider-local concept; no cross-platform merge asserted."
adobe:structure:bundle_product_option:sku,"structure:bundle product option:sku","Adobe-local semantic represented by frozen provider evidence.",StructuredMember,provider_typed,optional_one,not_applicable,merchant_or_domain,surface_defined,surface_defined,provider_context,BundleComposition,reference_member,store_scope_not_localization,provider_controlled_or_typed,structure,adobe_commerce,1,not_applicable,not_applicable,not_applicable,queue:adobe_composition_mapping,supported,DEFERRED_REVIEW,"Provider-local concept; no cross-platform merge asserted."
adobe:structure:bundle_product_option:title,"structure:bundle product option:title","Adobe-local semantic represented by frozen provider evidence.",StructuredMember,provider_typed,optional_one,not_applicable,merchant_or_domain,surface_defined,surface_defined,provider_context,BundleComposition,value_or_context_member,store_scope_not_localization,provider_controlled_or_typed,structure,adobe_commerce,1,not_applicable,not_applicable,not_applicable,queue:adobe_composition_mapping,supported,DEFERRED_REVIEW,"Provider-local concept; no cross-platform merge asserted."
adobe:structure:bundle_product_option:type,"structure:bundle product option:type","Adobe-local semantic represented by frozen provider evidence.",StructuredMember,provider_typed,optional_one,not_applicable,merchant_or_domain,surface_defined,surface_defined,provider_context,BundleComposition,value_or_context_member,store_scope_not_localization,provider_controlled_or_typed,structure,adobe_commerce,1,not_applicable,not_applicable,not_applicable,queue:adobe_composition_mapping,supported,DEFERRED_REVIEW,"Provider-local concept; no cross-platform merge asserted."
adobe:structure:category_link:category_id,"structure:category link:category id","Adobe-local semantic represented by frozen provider evidence.",StructuredMember,provider_typed,optional_one,not_applicable,merchant_or_domain,surface_defined,surface_defined,provider_context,Category,value_or_context_member,store_scope_not_localization,provider_controlled_or_typed,structure,adobe_commerce,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Provider-local concept; no cross-platform merge asserted."
adobe:structure:category_link:position,"structure:category link:position","Adobe-local semantic represented by frozen provider evidence.",StructuredMember,provider_typed,optional_one,not_applicable,merchant_or_domain,surface_defined,surface_defined,provider_context,Category,ordering_member,store_scope_not_localization,provider_controlled_or_typed,structure,adobe_commerce,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Provider-local concept; no cross-platform merge asserted."
adobe:structure:configurable_product_link:child_sku,"structure:configurable product link:child sku","Adobe-local semantic represented by frozen provider evidence.",StructuredMember,provider_typed,optional_one,not_applicable,merchant_or_domain,surface_defined,surface_defined,provider_context,VariantComposition,reference_member,store_scope_not_localization,provider_controlled_or_typed,structure,adobe_commerce,1,not_applicable,not_applicable,not_applicable,queue:adobe_composition_mapping,supported,DEFERRED_REVIEW,"Provider-local concept; no cross-platform merge asserted."
adobe:structure:configurable_product_link:parent_sku,"structure:configurable product link:parent sku","Adobe-local semantic represented by frozen provider evidence.",StructuredMember,provider_typed,optional_one,not_applicable,merchant_or_domain,surface_defined,surface_defined,provider_context,VariantComposition,reference_member,store_scope_not_localization,provider_controlled_or_typed,structure,adobe_commerce,1,not_applicable,not_applicable,not_applicable,queue:adobe_composition_mapping,supported,DEFERRED_REVIEW,"Provider-local concept; no cross-platform merge asserted."
adobe:structure:configurable_product_option:attribute_id,"structure:configurable product option:attribute id","Adobe-local semantic represented by frozen provider evidence.",StructuredMember,provider_typed,optional_one,not_applicable,merchant_or_domain,surface_defined,surface_defined,provider_context,VariantComposition,identity_member,store_scope_not_localization,provider_controlled_or_typed,structure,adobe_commerce,1,not_applicable,not_applicable,not_applicable,queue:adobe_composition_mapping,supported,DEFERRED_REVIEW,"Provider-local concept; no cross-platform merge asserted."
adobe:structure:configurable_product_option:id,"structure:configurable product option:id","Adobe-local semantic represented by frozen provider evidence.",StructuredMember,provider_typed,optional_one,not_applicable,merchant_or_domain,surface_defined,surface_defined,provider_context,VariantComposition,identity_member,store_scope_not_localization,provider_controlled_or_typed,structure,adobe_commerce,1,not_applicable,not_applicable,not_applicable,queue:adobe_composition_mapping,supported,DEFERRED_REVIEW,"Provider-local concept; no cross-platform merge asserted."
adobe:structure:configurable_product_option:is_use_default,"structure:configurable product option:is use default","Adobe-local semantic represented by frozen provider evidence.",StructuredMember,provider_typed,optional_one,not_applicable,merchant_or_domain,surface_defined,surface_defined,provider_context,VariantComposition,value_or_context_member,store_scope_not_localization,provider_controlled_or_typed,structure,adobe_commerce,1,not_applicable,not_applicable,not_applicable,queue:adobe_composition_mapping,supported,DEFERRED_REVIEW,"Provider-local concept; no cross-platform merge asserted."
adobe:structure:configurable_product_option:label,"structure:configurable product option:label","Adobe-local semantic represented by frozen provider evidence.",StructuredMember,provider_typed,optional_one,not_applicable,merchant_or_domain,surface_defined,surface_defined,provider_context,VariantComposition,value_or_context_member,store_scope_not_localization,provider_controlled_or_typed,structure,adobe_commerce,1,not_applicable,not_applicable,not_applicable,queue:adobe_composition_mapping,supported,DEFERRED_REVIEW,"Provider-local concept; no cross-platform merge asserted."
adobe:structure:configurable_product_option:position,"structure:configurable product option:position","Adobe-local semantic represented by frozen provider evidence.",StructuredMember,provider_typed,optional_one,not_applicable,merchant_or_domain,surface_defined,surface_defined,provider_context,VariantComposition,ordering_member,store_scope_not_localization,provider_controlled_or_typed,structure,adobe_commerce,1,not_applicable,not_applicable,not_applicable,queue:adobe_composition_mapping,supported,DEFERRED_REVIEW,"Provider-local concept; no cross-platform merge asserted."
adobe:structure:configurable_product_option:values,"structure:configurable product option:values","Adobe-local semantic represented by frozen provider evidence.",StructuredMember,structured,optional_one,not_applicable,merchant_or_domain,surface_defined,surface_defined,provider_context,VariantComposition,value_or_context_member,store_scope_not_localization,provider_controlled_or_typed,structure,adobe_commerce,1,not_applicable,not_applicable,not_applicable,queue:adobe_composition_mapping,supported,DEFERRED_REVIEW,"Provider-local concept; no cross-platform merge asserted."
adobe:structure:configurable_product_option_value:value_index,"structure:configurable product option value:value index","Adobe-local semantic represented by frozen provider evidence.",StructuredMember,provider_typed,optional_one,not_applicable,merchant_or_domain,surface_defined,surface_defined,provider_context,VariantComposition,value_or_context_member,store_scope_not_localization,provider_controlled_or_typed,structure,adobe_commerce,1,not_applicable,not_applicable,not_applicable,queue:adobe_composition_mapping,supported,DEFERRED_REVIEW,"Provider-local concept; no cross-platform merge asserted."
