object_family,subfield,entry_kind,semantic_note,source_surface,write_semantics,review_status
product_identifier_input,id,external_system_metadata,Product GID,admin_graphql_product_inputs,READ identifier for productByIdentifier and related lookup surfaces,LEAD_COMPLETENESS_PASS
product_update_identifiers,customId,structured_capability,unique metafield custom identifier,admin_graphql_product_inputs,WRITE identifier envelope used by update-oriented surfaces where accepted,LEAD_COMPLETENESS_PASS
product_update_identifiers,handle,connector_context,Shopify product handle,admin_graphql_product_inputs,WRITE identifier envelope used by update-oriented surfaces where accepted,LEAD_COMPLETENESS_PASS
product_update_identifiers,id,external_system_metadata,Product GID,admin_graphql_product_inputs,WRITE identifier envelope used by update-oriented surfaces where accepted,LEAD_COMPLETENESS_PASS
product_variant_identifier_input,customId,structured_capability,unique metafield custom identifier,admin_graphql_product_inputs,READ identifier for productVariantByIdentifier,LEAD_COMPLETENESS_PASS
product_variant_identifier_input,id,external_system_metadata,ProductVariant GID,admin_graphql_product_inputs,READ identifier for productVariantByIdentifier,LEAD_COMPLETENESS_PASS
unique_metafield_value_input,key,schema_metadata,metafield key,admin_graphql_product_inputs,identifier component for Product/Variant lookup/upsert,LEAD_COMPLETENESS_PASS
unique_metafield_value_input,namespace,schema_metadata,metafield namespace,admin_graphql_product_inputs,identifier component for Product/Variant lookup/upsert,LEAD_COMPLETENESS_PASS
unique_metafield_value_input,value,semantic_field,unique metafield value,admin_graphql_product_inputs,identifier component for Product/Variant lookup/upsert,LEAD_COMPLETENESS_PASS
product_input_compat,category,structured_capability,ProductInput.category,admin_graphql_product_inputs,compatibility ProductInput; primary current create/update inputs are separately inventoried,LEAD_COMPLETENESS_PASS
product_input_compat,claimOwnership,structured_capability,ProductInput.claimOwnership,admin_graphql_product_inputs,compatibility ProductInput; primary current create/update inputs are separately inventoried,LEAD_COMPLETENESS_PASS
product_input_compat,collectionsToJoin,structured_capability,ProductInput.collectionsToJoin,admin_graphql_product_inputs,compatibility ProductInput; primary current create/update inputs are separately inventoried,LEAD_COMPLETENESS_PASS
product_input_compat,collectionsToLeave,structured_capability,ProductInput.collectionsToLeave,admin_graphql_product_inputs,compatibility ProductInput; primary current create/update inputs are separately inventoried,LEAD_COMPLETENESS_PASS
product_input_compat,combinedListingRole,structured_capability,ProductInput.combinedListingRole,admin_graphql_product_inputs,compatibility ProductInput; primary current create/update inputs are separately inventoried,LEAD_COMPLETENESS_PASS
product_input_compat,descriptionHtml,structured_capability,ProductInput.descriptionHtml,admin_graphql_product_inputs,compatibility ProductInput; primary current create/update inputs are separately inventoried,LEAD_COMPLETENESS_PASS
product_input_compat,giftCard,structured_capability,ProductInput.giftCard,admin_graphql_product_inputs,compatibility ProductInput; primary current create/update inputs are separately inventoried,LEAD_COMPLETENESS_PASS
product_input_compat,giftCardTemplateSuffix,structured_capability,ProductInput.giftCardTemplateSuffix,admin_graphql_product_inputs,compatibility ProductInput; primary current create/update inputs are separately inventoried,LEAD_COMPLETENESS_PASS
product_input_compat,handle,connector_context,ProductInput.handle,admin_graphql_product_inputs,compatibility ProductInput; primary current create/update inputs are separately inventoried,LEAD_COMPLETENESS_PASS
product_input_compat,id,external_system_metadata,ProductInput.id,admin_graphql_product_inputs,compatibility ProductInput; primary current create/update inputs are separately inventoried,LEAD_COMPLETENESS_PASS
product_input_compat,metafields,structured_capability,ProductInput.metafields,admin_graphql_product_inputs,compatibility ProductInput; primary current create/update inputs are separately inventoried,LEAD_COMPLETENESS_PASS
product_input_compat,productOptions,structured_capability,ProductInput.productOptions,admin_graphql_product_inputs,compatibility ProductInput; primary current create/update inputs are separately inventoried,LEAD_COMPLETENESS_PASS
product_input_compat,productType,structured_capability,ProductInput.productType,admin_graphql_product_inputs,compatibility ProductInput; primary current create/update inputs are separately inventoried,LEAD_COMPLETENESS_PASS
product_input_compat,redirectNewHandle,connector_context,ProductInput.redirectNewHandle,admin_graphql_product_inputs,compatibility ProductInput; primary current create/update inputs are separately inventoried,LEAD_COMPLETENESS_PASS
product_input_compat,requiresSellingPlan,structured_capability,ProductInput.requiresSellingPlan,admin_graphql_product_inputs,compatibility ProductInput; primary current create/update inputs are separately inventoried,LEAD_COMPLETENESS_PASS
product_input_compat,seo,structured_capability,ProductInput.seo,admin_graphql_product_inputs,compatibility ProductInput; primary current create/update inputs are separately inventoried,LEAD_COMPLETENESS_PASS
product_input_compat,status,domain_value,ProductInput.status,admin_graphql_product_inputs,compatibility ProductInput; primary current create/update inputs are separately inventoried,LEAD_COMPLETENESS_PASS
product_input_compat,tags,structured_capability,ProductInput.tags,admin_graphql_product_inputs,compatibility ProductInput; primary current create/update inputs are separately inventoried,LEAD_COMPLETENESS_PASS
product_input_compat,templateSuffix,structured_capability,ProductInput.templateSuffix,admin_graphql_product_inputs,compatibility ProductInput; primary current create/update inputs are separately inventoried,LEAD_COMPLETENESS_PASS
product_input_compat,title,structured_capability,ProductInput.title,admin_graphql_product_inputs,compatibility ProductInput; primary current create/update inputs are separately inventoried,LEAD_COMPLETENESS_PASS
product_input_compat,vendor,structured_capability,ProductInput.vendor,admin_graphql_product_inputs,compatibility ProductInput; primary current create/update inputs are separately inventoried,LEAD_COMPLETENESS_PASS
collection_input_legacy,descriptionHtml,structured_capability,CollectionInput.descriptionHtml,admin_graphql_collections,DEPRECATED legacy CollectionInput; 2026-07 current authority is CollectionCreateInput/CollectionUpdateInput + sources model,LEAD_COMPLETENESS_PASS
collection_input_legacy,handle,connector_context,CollectionInput.handle,admin_graphql_collections,DEPRECATED legacy CollectionInput; 2026-07 current authority is CollectionCreateInput/CollectionUpdateInput + sources model,LEAD_COMPLETENESS_PASS
collection_input_legacy,id,external_system_metadata,CollectionInput.id,admin_graphql_collections,DEPRECATED legacy CollectionInput; 2026-07 current authority is CollectionCreateInput/CollectionUpdateInput + sources model,LEAD_COMPLETENESS_PASS
collection_input_legacy,image,structured_capability,CollectionInput.image,admin_graphql_collections,DEPRECATED legacy CollectionInput; 2026-07 current authority is CollectionCreateInput/CollectionUpdateInput + sources model,LEAD_COMPLETENESS_PASS
collection_input_legacy,metafields,structured_capability,CollectionInput.metafields,admin_graphql_collections,DEPRECATED legacy CollectionInput; 2026-07 current authority is CollectionCreateInput/CollectionUpdateInput + sources model,LEAD_COMPLETENESS_PASS
collection_input_legacy,products,structured_capability,CollectionInput.products,admin_graphql_collections,DEPRECATED legacy CollectionInput; 2026-07 current authority is CollectionCreateInput/CollectionUpdateInput + sources model,LEAD_COMPLETENESS_PASS
collection_input_legacy,redirectNewHandle,connector_context,CollectionInput.redirectNewHandle,admin_graphql_collections,DEPRECATED legacy CollectionInput; 2026-07 current authority is CollectionCreateInput/CollectionUpdateInput + sources model,LEAD_COMPLETENESS_PASS
collection_input_legacy,ruleSet,structured_capability,CollectionInput.ruleSet,admin_graphql_collections,DEPRECATED legacy CollectionInput; 2026-07 current authority is CollectionCreateInput/CollectionUpdateInput + sources model,LEAD_COMPLETENESS_PASS
collection_input_legacy,seo,structured_capability,CollectionInput.seo,admin_graphql_collections,DEPRECATED legacy CollectionInput; 2026-07 current authority is CollectionCreateInput/CollectionUpdateInput + sources model,LEAD_COMPLETENESS_PASS
collection_input_legacy,sortOrder,structured_capability,CollectionInput.sortOrder,admin_graphql_collections,DEPRECATED legacy CollectionInput; 2026-07 current authority is CollectionCreateInput/CollectionUpdateInput + sources model,LEAD_COMPLETENESS_PASS
collection_input_legacy,templateSuffix,structured_capability,CollectionInput.templateSuffix,admin_graphql_collections,DEPRECATED legacy CollectionInput; 2026-07 current authority is CollectionCreateInput/CollectionUpdateInput + sources model,LEAD_COMPLETENESS_PASS
collection_input_legacy,title,structured_capability,CollectionInput.title,admin_graphql_collections,DEPRECATED legacy CollectionInput; 2026-07 current authority is CollectionCreateInput/CollectionUpdateInput + sources model,LEAD_COMPLETENESS_PASS
collection_input_legacy,publications,connector_context,CollectionInput.publications,admin_graphql_collections,DEPRECATED legacy CollectionInput; 2026-07 current authority is CollectionCreateInput/CollectionUpdateInput + sources model,LEAD_COMPLETENESS_PASS
option_reorder_input,id,external_system_metadata,OptionReorderInput.id,admin_graphql_options,WRITE via productOptionsReorder,LEAD_COMPLETENESS_PASS
option_reorder_input,name,structured_capability,OptionReorderInput.name,admin_graphql_options,WRITE via productOptionsReorder,LEAD_COMPLETENESS_PASS
option_reorder_input,values,structured_capability,OptionReorderInput.values,admin_graphql_options,WRITE via productOptionsReorder,LEAD_COMPLETENESS_PASS
option_value_reorder_input,id,external_system_metadata,OptionValueReorderInput.id,admin_graphql_options,nested option-value ordering input,LEAD_COMPLETENESS_PASS
option_value_reorder_input,name,structured_capability,OptionValueReorderInput.name,admin_graphql_options,nested option-value ordering input,LEAD_COMPLETENESS_PASS
product_variant_position_input,id,external_system_metadata,ProductVariantPositionInput.id,admin_graphql_variant_bulk_input,WRITE via productVariantsBulkReorder,LEAD_COMPLETENESS_PASS
product_variant_position_input,position,structured_capability,ProductVariantPositionInput.position,admin_graphql_variant_bulk_input,WRITE via productVariantsBulkReorder,LEAD_COMPLETENESS_PASS
product_variant_append_media_input,mediaIds,external_system_metadata,ProductVariantAppendMediaInput.mediaIds,admin_graphql_media,WRITE via productVariantAppendMedia,LEAD_COMPLETENESS_PASS
product_variant_append_media_input,variantId,external_system_metadata,ProductVariantAppendMediaInput.variantId,admin_graphql_media,WRITE via productVariantAppendMedia,LEAD_COMPLETENESS_PASS
product_variant_detach_media_input,mediaIds,external_system_metadata,ProductVariantDetachMediaInput.mediaIds,admin_graphql_media,WRITE via productVariantDetachMedia,LEAD_COMPLETENESS_PASS
product_variant_detach_media_input,variantId,external_system_metadata,ProductVariantDetachMediaInput.variantId,admin_graphql_media,WRITE via productVariantDetachMedia,LEAD_COMPLETENESS_PASS
create_media_input,alt,structured_capability,CreateMediaInput.alt,admin_graphql_media,legacy/media create surface; current file surfaces also inventoried,LEAD_COMPLETENESS_PASS
create_media_input,mediaContentType,connector_context,CreateMediaInput.mediaContentType,admin_graphql_media,legacy/media create surface; current file surfaces also inventoried,LEAD_COMPLETENESS_PASS
create_media_input,originalSource,structured_capability,CreateMediaInput.originalSource,admin_graphql_media,legacy/media create surface; current file surfaces also inventoried,LEAD_COMPLETENESS_PASS
update_media_input,alt,structured_capability,UpdateMediaInput.alt,admin_graphql_media,legacy/media update surface; current file surfaces also inventoried,LEAD_COMPLETENESS_PASS
update_media_input,id,external_system_metadata,UpdateMediaInput.id,admin_graphql_media,legacy/media update surface; current file surfaces also inventoried,LEAD_COMPLETENESS_PASS
update_media_input,previewImageSource,structured_capability,UpdateMediaInput.previewImageSource,admin_graphql_media,legacy/media update surface; current file surfaces also inventoried,LEAD_COMPLETENESS_PASS
file_create_input,alt,structured_capability,FileCreateInput.alt,admin_graphql_files,WRITE via fileCreate,LEAD_COMPLETENESS_PASS
file_create_input,contentType,connector_context,FileCreateInput.contentType,admin_graphql_files,WRITE via fileCreate,LEAD_COMPLETENESS_PASS
file_create_input,duplicateResolutionMode,connector_context,FileCreateInput.duplicateResolutionMode,admin_graphql_files,WRITE via fileCreate,LEAD_COMPLETENESS_PASS
file_create_input,filename,connector_context,FileCreateInput.filename,admin_graphql_files,WRITE via fileCreate,LEAD_COMPLETENESS_PASS
file_create_input,originalSource,structured_capability,FileCreateInput.originalSource,admin_graphql_files,WRITE via fileCreate,LEAD_COMPLETENESS_PASS
file_update_input,alt,structured_capability,FileUpdateInput.alt,admin_graphql_files,WRITE via fileUpdate; references currently include Product associations,LEAD_COMPLETENESS_PASS
file_update_input,filename,connector_context,FileUpdateInput.filename,admin_graphql_files,WRITE via fileUpdate; references currently include Product associations,LEAD_COMPLETENESS_PASS
file_update_input,id,external_system_metadata,FileUpdateInput.id,admin_graphql_files,WRITE via fileUpdate; references currently include Product associations,LEAD_COMPLETENESS_PASS
file_update_input,originalSource,structured_capability,FileUpdateInput.originalSource,admin_graphql_files,WRITE via fileUpdate; references currently include Product associations,LEAD_COMPLETENESS_PASS
file_update_input,previewImageSource,structured_capability,FileUpdateInput.previewImageSource,admin_graphql_files,WRITE via fileUpdate; references currently include Product associations,LEAD_COMPLETENESS_PASS
file_update_input,referencesToAdd,structured_capability,FileUpdateInput.referencesToAdd,admin_graphql_files,WRITE via fileUpdate; references currently include Product associations,LEAD_COMPLETENESS_PASS
file_update_input,referencesToRemove,structured_capability,FileUpdateInput.referencesToRemove,admin_graphql_files,WRITE via fileUpdate; references currently include Product associations,LEAD_COMPLETENESS_PASS
inventory_move_quantities_input,changes,structured_capability,InventoryMoveQuantitiesInput.changes,admin_graphql_inventory_mutations,WRITE via inventoryMoveQuantities; idempotent consequential state move,LEAD_COMPLETENESS_PASS
inventory_move_quantities_input,reason,connector_context,InventoryMoveQuantitiesInput.reason,admin_graphql_inventory_mutations,WRITE via inventoryMoveQuantities; idempotent consequential state move,LEAD_COMPLETENESS_PASS
inventory_move_quantities_input,referenceDocumentUri,connector_context,InventoryMoveQuantitiesInput.referenceDocumentUri,admin_graphql_inventory_mutations,WRITE via inventoryMoveQuantities; idempotent consequential state move,LEAD_COMPLETENESS_PASS
inventory_move_quantity_change,from,structured_capability,InventoryMoveQuantityChange.from,admin_graphql_inventory_mutations,nested state/location transfer row,LEAD_COMPLETENESS_PASS
inventory_move_quantity_change,inventoryItemId,external_system_metadata,InventoryMoveQuantityChange.inventoryItemId,admin_graphql_inventory_mutations,nested state/location transfer row,LEAD_COMPLETENESS_PASS
inventory_move_quantity_change,quantity,domain_value,InventoryMoveQuantityChange.quantity,admin_graphql_inventory_mutations,nested state/location transfer row,LEAD_COMPLETENESS_PASS
inventory_move_quantity_change,to,structured_capability,InventoryMoveQuantityChange.to,admin_graphql_inventory_mutations,nested state/location transfer row,LEAD_COMPLETENESS_PASS
inventory_move_quantity_terminal_input,changeFromQuantity,domain_value,InventoryMoveQuantityTerminalInput.changeFromQuantity,admin_graphql_inventory_mutations,nested from/to inventory terminal; CAS supported,LEAD_COMPLETENESS_PASS
inventory_move_quantity_terminal_input,ledgerDocumentUri,connector_context,InventoryMoveQuantityTerminalInput.ledgerDocumentUri,admin_graphql_inventory_mutations,nested from/to inventory terminal; CAS supported,LEAD_COMPLETENESS_PASS
inventory_move_quantity_terminal_input,locationId,external_system_metadata,InventoryMoveQuantityTerminalInput.locationId,admin_graphql_inventory_mutations,nested from/to inventory terminal; CAS supported,LEAD_COMPLETENESS_PASS
inventory_move_quantity_terminal_input,name,structured_capability,InventoryMoveQuantityTerminalInput.name,admin_graphql_inventory_mutations,nested from/to inventory terminal; CAS supported,LEAD_COMPLETENESS_PASS
inventory_bulk_toggle_activation_input,activate,structured_capability,InventoryBulkToggleActivationInput.activate,admin_graphql_inventory_mutations,WRITE via inventoryBulkToggleActivation,LEAD_COMPLETENESS_PASS
inventory_bulk_toggle_activation_input,locationId,external_system_metadata,InventoryBulkToggleActivationInput.locationId,admin_graphql_inventory_mutations,WRITE via inventoryBulkToggleActivation,LEAD_COMPLETENESS_PASS
inventory_level_input,availableQuantity,domain_value,InventoryLevelInput.availableQuantity,admin_graphql_inventory_mutations,inventory activation/location input where accepted,LEAD_COMPLETENESS_PASS
inventory_level_input,locationId,external_system_metadata,InventoryLevelInput.locationId,admin_graphql_inventory_mutations,inventory activation/location input where accepted,LEAD_COMPLETENESS_PASS
catalog_create_input,context,structured_capability,CatalogCreateInput.context,admin_graphql_catalogs_markets,WRITE via catalogCreate,LEAD_COMPLETENESS_PASS
catalog_create_input,priceListId,external_system_metadata,CatalogCreateInput.priceListId,admin_graphql_catalogs_markets,WRITE via catalogCreate,LEAD_COMPLETENESS_PASS
catalog_create_input,publicationId,external_system_metadata,CatalogCreateInput.publicationId,admin_graphql_catalogs_markets,WRITE via catalogCreate,LEAD_COMPLETENESS_PASS
catalog_create_input,status,domain_value,CatalogCreateInput.status,admin_graphql_catalogs_markets,WRITE via catalogCreate,LEAD_COMPLETENESS_PASS
catalog_create_input,title,structured_capability,CatalogCreateInput.title,admin_graphql_catalogs_markets,WRITE via catalogCreate,LEAD_COMPLETENESS_PASS
catalog_update_input,context,structured_capability,CatalogUpdateInput.context,admin_graphql_catalogs_markets,WRITE via catalogUpdate,LEAD_COMPLETENESS_PASS
catalog_update_input,priceListId,external_system_metadata,CatalogUpdateInput.priceListId,admin_graphql_catalogs_markets,WRITE via catalogUpdate,LEAD_COMPLETENESS_PASS
catalog_update_input,publicationId,external_system_metadata,CatalogUpdateInput.publicationId,admin_graphql_catalogs_markets,WRITE via catalogUpdate,LEAD_COMPLETENESS_PASS
catalog_update_input,status,domain_value,CatalogUpdateInput.status,admin_graphql_catalogs_markets,WRITE via catalogUpdate,LEAD_COMPLETENESS_PASS
catalog_update_input,title,structured_capability,CatalogUpdateInput.title,admin_graphql_catalogs_markets,WRITE via catalogUpdate,LEAD_COMPLETENESS_PASS
catalog_context_input,companyLocationIds,external_system_metadata,CatalogContextInput.companyLocationIds,admin_graphql_catalogs_markets,nested Catalog context; connector/channel pricing context,LEAD_COMPLETENESS_PASS
catalog_context_input,marketIds,external_system_metadata,CatalogContextInput.marketIds,admin_graphql_catalogs_markets,nested Catalog context; connector/channel pricing context,LEAD_COMPLETENESS_PASS
market_create_input,catalogs,connector_context,MarketCreateInput.catalogs,admin_graphql_catalogs_markets,WRITE via marketCreate; 2026-07 includes channel markets and market-driven shipping context,LEAD_COMPLETENESS_PASS
market_create_input,conditions,structured_capability,MarketCreateInput.conditions,admin_graphql_catalogs_markets,WRITE via marketCreate; 2026-07 includes channel markets and market-driven shipping context,LEAD_COMPLETENESS_PASS
market_create_input,currencySettings,domain_value,MarketCreateInput.currencySettings,admin_graphql_catalogs_markets,WRITE via marketCreate; 2026-07 includes channel markets and market-driven shipping context,LEAD_COMPLETENESS_PASS
market_create_input,delivery,structured_capability,MarketCreateInput.delivery,admin_graphql_catalogs_markets,WRITE via marketCreate; 2026-07 includes channel markets and market-driven shipping context,LEAD_COMPLETENESS_PASS
market_create_input,discounts,structured_capability,MarketCreateInput.discounts,admin_graphql_catalogs_markets,WRITE via marketCreate; 2026-07 includes channel markets and market-driven shipping context,LEAD_COMPLETENESS_PASS
market_create_input,handle,connector_context,MarketCreateInput.handle,admin_graphql_catalogs_markets,WRITE via marketCreate; 2026-07 includes channel markets and market-driven shipping context,LEAD_COMPLETENESS_PASS
market_create_input,makeDuplicateUniqueMarketsDraft,connector_context,MarketCreateInput.makeDuplicateUniqueMarketsDraft,admin_graphql_catalogs_markets,WRITE via marketCreate; 2026-07 includes channel markets and market-driven shipping context,LEAD_COMPLETENESS_PASS
market_create_input,name,structured_capability,MarketCreateInput.name,admin_graphql_catalogs_markets,WRITE via marketCreate; 2026-07 includes channel markets and market-driven shipping context,LEAD_COMPLETENESS_PASS
market_create_input,priceInclusions,domain_value,MarketCreateInput.priceInclusions,admin_graphql_catalogs_markets,WRITE via marketCreate; 2026-07 includes channel markets and market-driven shipping context,LEAD_COMPLETENESS_PASS
market_create_input,status,domain_value,MarketCreateInput.status,admin_graphql_catalogs_markets,WRITE via marketCreate; 2026-07 includes channel markets and market-driven shipping context,LEAD_COMPLETENESS_PASS
market_create_input,webPresences,structured_capability,MarketCreateInput.webPresences,admin_graphql_catalogs_markets,WRITE via marketCreate; 2026-07 includes channel markets and market-driven shipping context,LEAD_COMPLETENESS_PASS
market_update_input,catalogsToAdd,connector_context,MarketUpdateInput.catalogsToAdd,admin_graphql_catalogs_markets,WRITE via marketUpdate; 2026-07 includes channel markets and market-driven shipping context,LEAD_COMPLETENESS_PASS
market_update_input,catalogsToDelete,connector_context,MarketUpdateInput.catalogsToDelete,admin_graphql_catalogs_markets,WRITE via marketUpdate; 2026-07 includes channel markets and market-driven shipping context,LEAD_COMPLETENESS_PASS
market_update_input,conditions,structured_capability,MarketUpdateInput.conditions,admin_graphql_catalogs_markets,WRITE via marketUpdate; 2026-07 includes channel markets and market-driven shipping context,LEAD_COMPLETENESS_PASS
market_update_input,currencySettings,domain_value,MarketUpdateInput.currencySettings,admin_graphql_catalogs_markets,WRITE via marketUpdate; 2026-07 includes channel markets and market-driven shipping context,LEAD_COMPLETENESS_PASS
market_update_input,delivery,structured_capability,MarketUpdateInput.delivery,admin_graphql_catalogs_markets,WRITE via marketUpdate; 2026-07 includes channel markets and market-driven shipping context,LEAD_COMPLETENESS_PASS
market_update_input,discountsToAdd,structured_capability,MarketUpdateInput.discountsToAdd,admin_graphql_catalogs_markets,WRITE via marketUpdate; 2026-07 includes channel markets and market-driven shipping context,LEAD_COMPLETENESS_PASS
market_update_input,discountsToDelete,structured_capability,MarketUpdateInput.discountsToDelete,admin_graphql_catalogs_markets,WRITE via marketUpdate; 2026-07 includes channel markets and market-driven shipping context,LEAD_COMPLETENESS_PASS
market_update_input,handle,connector_context,MarketUpdateInput.handle,admin_graphql_catalogs_markets,WRITE via marketUpdate; 2026-07 includes channel markets and market-driven shipping context,LEAD_COMPLETENESS_PASS
market_update_input,makeDuplicateUniqueMarketsDraft,connector_context,MarketUpdateInput.makeDuplicateUniqueMarketsDraft,admin_graphql_catalogs_markets,WRITE via marketUpdate; 2026-07 includes channel markets and market-driven shipping context,LEAD_COMPLETENESS_PASS
market_update_input,name,structured_capability,MarketUpdateInput.name,admin_graphql_catalogs_markets,WRITE via marketUpdate; 2026-07 includes channel markets and market-driven shipping context,LEAD_COMPLETENESS_PASS
market_update_input,priceInclusions,domain_value,MarketUpdateInput.priceInclusions,admin_graphql_catalogs_markets,WRITE via marketUpdate; 2026-07 includes channel markets and market-driven shipping context,LEAD_COMPLETENESS_PASS
market_update_input,removeCurrencySettings,domain_value,MarketUpdateInput.removeCurrencySettings,admin_graphql_catalogs_markets,WRITE via marketUpdate; 2026-07 includes channel markets and market-driven shipping context,LEAD_COMPLETENESS_PASS
market_update_input,removePriceInclusions,domain_value,MarketUpdateInput.removePriceInclusions,admin_graphql_catalogs_markets,WRITE via marketUpdate; 2026-07 includes channel markets and market-driven shipping context,LEAD_COMPLETENESS_PASS
market_update_input,status,domain_value,MarketUpdateInput.status,admin_graphql_catalogs_markets,WRITE via marketUpdate; 2026-07 includes channel markets and market-driven shipping context,LEAD_COMPLETENESS_PASS
market_update_input,webPresencesToAdd,structured_capability,MarketUpdateInput.webPresencesToAdd,admin_graphql_catalogs_markets,WRITE via marketUpdate; 2026-07 includes channel markets and market-driven shipping context,LEAD_COMPLETENESS_PASS
market_update_input,webPresencesToDelete,structured_capability,MarketUpdateInput.webPresencesToDelete,admin_graphql_catalogs_markets,WRITE via marketUpdate; 2026-07 includes channel markets and market-driven shipping context,LEAD_COMPLETENESS_PASS
price_list_product_price_input,compareAtPrice,domain_value,PriceListProductPriceInput.compareAtPrice,admin_graphql_pricelists,WRITE fixed product prices where supported,LEAD_COMPLETENESS_PASS
price_list_product_price_input,price,domain_value,PriceListProductPriceInput.price,admin_graphql_pricelists,WRITE fixed product prices where supported,LEAD_COMPLETENESS_PASS
price_list_product_price_input,productId,external_system_metadata,PriceListProductPriceInput.productId,admin_graphql_pricelists,WRITE fixed product prices where supported,LEAD_COMPLETENESS_PASS
quantity_price_break_input,minimumQuantity,domain_value,QuantityPriceBreakInput.minimumQuantity,admin_graphql_pricelists,WRITE quantity price breaks,LEAD_COMPLETENESS_PASS
quantity_price_break_input,price,domain_value,QuantityPriceBreakInput.price,admin_graphql_pricelists,WRITE quantity price breaks,LEAD_COMPLETENESS_PASS
quantity_price_break_input,variantId,external_system_metadata,QuantityPriceBreakInput.variantId,admin_graphql_pricelists,WRITE quantity price breaks,LEAD_COMPLETENESS_PASS
metafield_definition_input,access,structured_capability,MetafieldDefinitionInput.access,admin_graphql_metafields,WRITE via metafieldDefinitionCreate,LEAD_COMPLETENESS_PASS
metafield_definition_input,capabilities,structured_capability,MetafieldDefinitionInput.capabilities,admin_graphql_metafields,WRITE via metafieldDefinitionCreate,LEAD_COMPLETENESS_PASS
metafield_definition_input,constraints,structured_capability,MetafieldDefinitionInput.constraints,admin_graphql_metafields,WRITE via metafieldDefinitionCreate,LEAD_COMPLETENESS_PASS
metafield_definition_input,description,structured_capability,MetafieldDefinitionInput.description,admin_graphql_metafields,WRITE via metafieldDefinitionCreate,LEAD_COMPLETENESS_PASS
metafield_definition_input,key,structured_capability,MetafieldDefinitionInput.key,admin_graphql_metafields,WRITE via metafieldDefinitionCreate,LEAD_COMPLETENESS_PASS
metafield_definition_input,name,structured_capability,MetafieldDefinitionInput.name,admin_graphql_metafields,WRITE via metafieldDefinitionCreate,LEAD_COMPLETENESS_PASS
metafield_definition_input,namespace,structured_capability,MetafieldDefinitionInput.namespace,admin_graphql_metafields,WRITE via metafieldDefinitionCreate,LEAD_COMPLETENESS_PASS
metafield_definition_input,ownerType,structured_capability,MetafieldDefinitionInput.ownerType,admin_graphql_metafields,WRITE via metafieldDefinitionCreate,LEAD_COMPLETENESS_PASS
metafield_definition_input,pin,structured_capability,MetafieldDefinitionInput.pin,admin_graphql_metafields,WRITE via metafieldDefinitionCreate,LEAD_COMPLETENESS_PASS
metafield_definition_input,type,structured_capability,MetafieldDefinitionInput.type,admin_graphql_metafields,WRITE via metafieldDefinitionCreate,LEAD_COMPLETENESS_PASS
metafield_definition_input,validations,structured_capability,MetafieldDefinitionInput.validations,admin_graphql_metafields,WRITE via metafieldDefinitionCreate,LEAD_COMPLETENESS_PASS
metafield_definition_input,useAsCollectionCondition,structured_capability,MetafieldDefinitionInput.useAsCollectionCondition,admin_graphql_metafields,WRITE via metafieldDefinitionCreate,LEAD_COMPLETENESS_PASS
metafield_definition_update_input,access,structured_capability,MetafieldDefinitionUpdateInput.access,admin_graphql_metafields,WRITE via metafieldDefinitionUpdate,LEAD_COMPLETENESS_PASS
metafield_definition_update_input,capabilities,structured_capability,MetafieldDefinitionUpdateInput.capabilities,admin_graphql_metafields,WRITE via metafieldDefinitionUpdate,LEAD_COMPLETENESS_PASS
metafield_definition_update_input,constraintsUpdates,structured_capability,MetafieldDefinitionUpdateInput.constraintsUpdates,admin_graphql_metafields,WRITE via metafieldDefinitionUpdate,LEAD_COMPLETENESS_PASS
metafield_definition_update_input,description,structured_capability,MetafieldDefinitionUpdateInput.description,admin_graphql_metafields,WRITE via metafieldDefinitionUpdate,LEAD_COMPLETENESS_PASS
metafield_definition_update_input,key,structured_capability,MetafieldDefinitionUpdateInput.key,admin_graphql_metafields,WRITE via metafieldDefinitionUpdate,LEAD_COMPLETENESS_PASS
metafield_definition_update_input,name,structured_capability,MetafieldDefinitionUpdateInput.name,admin_graphql_metafields,WRITE via metafieldDefinitionUpdate,LEAD_COMPLETENESS_PASS
metafield_definition_update_input,namespace,structured_capability,MetafieldDefinitionUpdateInput.namespace,admin_graphql_metafields,WRITE via metafieldDefinitionUpdate,LEAD_COMPLETENESS_PASS
metafield_definition_update_input,ownerType,structured_capability,MetafieldDefinitionUpdateInput.ownerType,admin_graphql_metafields,WRITE via metafieldDefinitionUpdate,LEAD_COMPLETENESS_PASS
metafield_definition_update_input,pin,structured_capability,MetafieldDefinitionUpdateInput.pin,admin_graphql_metafields,WRITE via metafieldDefinitionUpdate,LEAD_COMPLETENESS_PASS
metafield_definition_update_input,validations,structured_capability,MetafieldDefinitionUpdateInput.validations,admin_graphql_metafields,WRITE via metafieldDefinitionUpdate,LEAD_COMPLETENESS_PASS
metafield_definition_update_input,useAsCollectionCondition,structured_capability,MetafieldDefinitionUpdateInput.useAsCollectionCondition,admin_graphql_metafields,WRITE via metafieldDefinitionUpdate,LEAD_COMPLETENESS_PASS
metaobject_create_input,capabilities,structured_capability,MetaobjectCreateInput.capabilities,admin_graphql_metaobjects,WRITE via metaobjectCreate; values is full replacement-style object input,LEAD_COMPLETENESS_PASS
