shopify_object,shopify_key_or_capability,entry_kind,cluster,api_version_scope,source_surface,read_semantics,write_semantics,platform_owner_candidate,representation_candidate,review_status
ProductCSV,Option1 name,schema_metadata,variant_options,2026-07,product_csv,EXPORT representation,IMPORT representation; destructive/conditional semantics must be honored,Bulk import/export representation,option dimension name,INITIAL_RESEARCH
ProductCSV,Option1 value,schema_metadata,variant_options,2026-07,product_csv,EXPORT representation,IMPORT representation; destructive/conditional semantics must be honored,Bulk import/export representation,option value,INITIAL_RESEARCH
ProductCSV,Option2 name,schema_metadata,variant_options,2026-07,product_csv,EXPORT representation,IMPORT representation; destructive/conditional semantics must be honored,Bulk import/export representation,option dimension name,INITIAL_RESEARCH
ProductCSV,Option2 value,schema_metadata,variant_options,2026-07,product_csv,EXPORT representation,IMPORT representation; destructive/conditional semantics must be honored,Bulk import/export representation,option value,INITIAL_RESEARCH
ProductCSV,Option3 name,schema_metadata,variant_options,2026-07,product_csv,EXPORT representation,IMPORT representation; destructive/conditional semantics must be honored,Bulk import/export representation,option dimension name,INITIAL_RESEARCH
ProductCSV,Option3 value,schema_metadata,variant_options,2026-07,product_csv,EXPORT representation,IMPORT representation; destructive/conditional semantics must be honored,Bulk import/export representation,option value,INITIAL_RESEARCH
ProductCSV,Option LinkedTo,schema_metadata,variant_options,2026-07,product_csv,EXPORT representation,IMPORT representation; destructive/conditional semantics must be honored,Bulk import/export representation,linked metafield/metaobject taxonomy relation,INITIAL_RESEARCH
ProductCSV,Price,domain_value,pricing_base,2026-07,product_csv,EXPORT representation,IMPORT representation; destructive/conditional semantics must be honored,Bulk import/export representation,variant price,INITIAL_RESEARCH
ProductCSV,Compare-at price,domain_value,pricing_base,2026-07,product_csv,EXPORT representation,IMPORT representation; destructive/conditional semantics must be honored,Bulk import/export representation,variant compare-at,INITIAL_RESEARCH
ProductCSV,Cost per item,domain_value,pricing_base,2026-07,product_csv,EXPORT representation,IMPORT representation; destructive/conditional semantics must be honored,Bulk import/export representation,InventoryItem cost,INITIAL_RESEARCH
ProductCSV,Charge tax,domain_value,tax_fulfillment,2026-07,product_csv,EXPORT representation,IMPORT representation; destructive/conditional semantics must be honored,Bulk import/export representation,taxable,INITIAL_RESEARCH
ProductCSV,Inventory tracker,domain_value,inventory_item,2026-07,product_csv,EXPORT representation,IMPORT representation; destructive/conditional semantics must be honored,Bulk import/export representation,inventory tracking policy,INITIAL_RESEARCH
ProductCSV,Inventory quantity,domain_value,inventory_locations_quantities,2026-07,product_csv,EXPORT representation,IMPORT representation; destructive/conditional semantics must be honored,Bulk import/export representation,quantity representation,INITIAL_RESEARCH
ProductCSV,Continue selling when out of stock,domain_value,inventory_item,2026-07,product_csv,EXPORT representation,IMPORT representation; destructive/conditional semantics must be honored,Bulk import/export representation,inventory policy,INITIAL_RESEARCH
ProductCSV,Requires shipping,semantic_field,shipping_customs,2026-07,product_csv,EXPORT representation,IMPORT representation; destructive/conditional semantics must be honored,Bulk import/export representation,shipping requirement,INITIAL_RESEARCH
ProductCSV,Weight,semantic_field,shipping_customs,2026-07,product_csv,EXPORT representation,IMPORT representation; destructive/conditional semantics must be honored,Bulk import/export representation,physical weight,INITIAL_RESEARCH
ProductCSV,Weight unit,schema_metadata,shipping_customs,2026-07,product_csv,EXPORT representation,IMPORT representation; destructive/conditional semantics must be honored,Bulk import/export representation,weight unit,INITIAL_RESEARCH
ProductCSV,HS code,semantic_field,shipping_customs,2026-07,product_csv,EXPORT representation,IMPORT representation; destructive/conditional semantics must be honored,Bulk import/export representation,harmonized system code,INITIAL_RESEARCH
ProductCSV,Country of origin,semantic_field,shipping_customs,2026-07,product_csv,EXPORT representation,IMPORT representation; destructive/conditional semantics must be honored,Bulk import/export representation,origin country,INITIAL_RESEARCH
ProductCSV,Image URL,structured_capability,media,2026-07,product_csv,EXPORT representation,IMPORT representation; destructive/conditional semantics must be honored,Bulk import/export representation,image source URL,INITIAL_RESEARCH
ProductCSV,Image position,domain_value,media,2026-07,product_csv,EXPORT representation,IMPORT representation; destructive/conditional semantics must be honored,Bulk import/export representation,image ordering,INITIAL_RESEARCH
ProductCSV,Image alt text,semantic_field,media,2026-07,product_csv,EXPORT representation,IMPORT representation; destructive/conditional semantics must be honored,Bulk import/export representation,media alt,INITIAL_RESEARCH
ProductCSV,Variant image URL,structured_capability,media,2026-07,product_csv,EXPORT representation,IMPORT representation; destructive/conditional semantics must be honored,Bulk import/export representation,variant image association,INITIAL_RESEARCH
ProductCSV,SEO title,semantic_field,seo_routing,2026-07,product_csv,EXPORT representation,IMPORT representation; destructive/conditional semantics must be honored,Bulk import/export representation,SEO title,INITIAL_RESEARCH
ProductCSV,SEO description,semantic_field,seo_routing,2026-07,product_csv,EXPORT representation,IMPORT representation; destructive/conditional semantics must be honored,Bulk import/export representation,SEO description,INITIAL_RESEARCH
ProductCSV,Gift card,domain_value,gift_card_product,2026-07,product_csv,EXPORT representation,IMPORT representation; destructive/conditional semantics must be honored,Bulk import/export representation,gift-card Product flag/representation,INITIAL_RESEARCH
ProductCSV,Included / [Market],connector_context,pricing_contextual_catalogs,2026-07,product_csv,EXPORT representation,IMPORT representation; destructive/conditional semantics must be honored,Bulk import/export representation,dynamic Market inclusion,INITIAL_RESEARCH
ProductCSV,Price / [Market],domain_value,pricing_contextual_catalogs,2026-07,product_csv,EXPORT representation,IMPORT representation; destructive/conditional semantics must be honored,Bulk import/export representation,dynamic Market price,INITIAL_RESEARCH
ProductCSV,Compare-at price / [Market],domain_value,pricing_contextual_catalogs,2026-07,product_csv,EXPORT representation,IMPORT representation; destructive/conditional semantics must be honored,Bulk import/export representation,dynamic Market compare-at,INITIAL_RESEARCH
ProductCSV,product.metafields.<namespace>.<key>,structured_capability,dynamic_metafields,2026-07,product_csv,EXPORT representation,IMPORT representation; destructive/conditional semantics must be honored,Bulk import/export representation,dynamic Product metafield column,INITIAL_RESEARCH
ProductSync,productSet,structured_capability,product_sync_mutation,2026-07,admin_graphql_product_set,mutation result / operation,WRITE: external-source sync mutation; list fields replace omitted existing entries,Connector sync orchestration,sync-oriented mutation with replacement semantics,INITIAL_RESEARCH
ProductSync,synchronous,connector_context,product_sync_mutation,2026-07,admin_graphql_product_set,operation mode,WRITE input controls sync vs async execution,Connector sync orchestration,execution mode,INITIAL_RESEARCH
ProductSync,identifier,external_system_metadata,product_sync_mutation,2026-07,admin_graphql_product_set,lookup identity input,WRITE lookup selector,External identity,ProductSetIdentifiers,INITIAL_RESEARCH
ProductSync,list_replacement_semantics,structured_capability,product_sync_mutation,2026-07,admin_graphql_product_set,documented mutation behavior,collections/metafields/variants omitted from supplied list are deleted; scalar omissions unchanged,Connector Safe Sync/reconciliation,destructive list reconciliation rule,INITIAL_RESEARCH
TaxonomyCategory,ancestorIds,schema_metadata,taxonomy_standard_category,2026-07,admin_graphql_taxonomy,READ,Shopify-owned taxonomy; Product.category assignment is writable separately,Taxonomy/channel mapping,ancestor category IDs,INITIAL_RESEARCH
TaxonomyCategory,attributes,structured_capability,taxonomy_standard_category,2026-07,admin_graphql_taxonomy,READ,Shopify-owned taxonomy; Product.category assignment is writable separately,Taxonomy/channel mapping,category-specific taxonomy attributes,INITIAL_RESEARCH
TaxonomyCategory,childrenIds,schema_metadata,taxonomy_standard_category,2026-07,admin_graphql_taxonomy,READ,Shopify-owned taxonomy; Product.category assignment is writable separately,Taxonomy/channel mapping,child category IDs,INITIAL_RESEARCH
TaxonomyCategory,fullName,schema_metadata,taxonomy_standard_category,2026-07,admin_graphql_taxonomy,READ,Shopify-owned taxonomy; Product.category assignment is writable separately,Taxonomy/channel mapping,full taxonomy path,INITIAL_RESEARCH
TaxonomyCategory,id,external_system_metadata,taxonomy_standard_category,2026-07,admin_graphql_taxonomy,READ,Shopify-owned taxonomy; Product.category assignment is writable separately,Taxonomy/channel mapping,TaxonomyCategory GID,INITIAL_RESEARCH
TaxonomyCategory,isArchived,schema_metadata,taxonomy_standard_category,2026-07,admin_graphql_taxonomy,READ,Shopify-owned taxonomy; Product.category assignment is writable separately,Taxonomy/channel mapping,archive state,INITIAL_RESEARCH
TaxonomyCategory,isLeaf,derived_projection,taxonomy_standard_category,2026-07,admin_graphql_taxonomy,READ,Shopify-owned taxonomy; Product.category assignment is writable separately,Taxonomy/channel mapping,tree leaf flag,INITIAL_RESEARCH
TaxonomyCategory,isRoot,derived_projection,taxonomy_standard_category,2026-07,admin_graphql_taxonomy,READ,Shopify-owned taxonomy; Product.category assignment is writable separately,Taxonomy/channel mapping,tree root flag,INITIAL_RESEARCH
TaxonomyCategory,level,schema_metadata,taxonomy_standard_category,2026-07,admin_graphql_taxonomy,READ,Shopify-owned taxonomy; Product.category assignment is writable separately,Taxonomy/channel mapping,tree depth,INITIAL_RESEARCH
TaxonomyCategory,name,schema_metadata,taxonomy_standard_category,2026-07,admin_graphql_taxonomy,READ,Shopify-owned taxonomy; Product.category assignment is writable separately,Taxonomy/channel mapping,category label,INITIAL_RESEARCH
TaxonomyCategory,parentId,external_system_metadata,taxonomy_standard_category,2026-07,admin_graphql_taxonomy,READ,Shopify-owned taxonomy; Product.category assignment is writable separately,Taxonomy/channel mapping,parent category GID,INITIAL_RESEARCH
TaxonomyCategoryAttribute,possibleTypes,schema_metadata,taxonomy_standard_category,2026-07,admin_graphql_taxonomy,READ,Shopify-owned taxonomy schema,Taxonomy/channel mapping,TaxonomyAttribute | TaxonomyChoiceListAttribute | TaxonomyMeasurementAttribute,INITIAL_RESEARCH
TaxonomyAttribute,id,schema_metadata,taxonomy_standard_category,2026-07,admin_graphql_taxonomy,READ,Shopify-owned taxonomy schema,Taxonomy/channel mapping,taxonomy attribute GID,INITIAL_RESEARCH
PriceListPrice,compareAtPrice,domain_value,pricing_contextual_catalogs,2026-07,admin_graphql_pricelists,READ,WRITE via PriceList fixed-price / quantity-pricing mutations where supported,Pricing,context price compare-at,INITIAL_RESEARCH
PriceListPrice,originType,derived_projection,pricing_contextual_catalogs,2026-07,admin_graphql_pricelists,READ,WRITE via PriceList fixed-price / quantity-pricing mutations where supported,Pricing,fixed vs relative origin,INITIAL_RESEARCH
PriceListPrice,price,domain_value,pricing_contextual_catalogs,2026-07,admin_graphql_pricelists,READ,WRITE via PriceList fixed-price / quantity-pricing mutations where supported,Pricing,context price,INITIAL_RESEARCH
PriceListPrice,quantityPriceBreaks,structured_capability,quantity_pricing,2026-07,admin_graphql_pricelists,READ,WRITE via PriceList fixed-price / quantity-pricing mutations where supported,Pricing,quantity price breaks,INITIAL_RESEARCH
PriceListPrice,variant,external_system_metadata,pricing_contextual_catalogs,2026-07,admin_graphql_pricelists,READ,WRITE via PriceList fixed-price / quantity-pricing mutations where supported,Pricing,ProductVariant reference,INITIAL_RESEARCH
QuantityPriceBreak,id,external_system_metadata,quantity_pricing,2026-07,admin_graphql_pricelists,READ,WRITE through quantity pricing mutations; exact mutation/input certification pending,Pricing,quantity break GID,INITIAL_RESEARCH
QuantityPriceBreak,minimumQuantity,domain_value,quantity_pricing,2026-07,admin_graphql_pricelists,READ,WRITE through quantity pricing mutations; exact mutation/input certification pending,Pricing,minimum quantity threshold,INITIAL_RESEARCH
QuantityPriceBreak,price,domain_value,quantity_pricing,2026-07,admin_graphql_pricelists,READ,WRITE through quantity pricing mutations; exact mutation/input certification pending,Pricing,tier price,INITIAL_RESEARCH
QuantityPriceBreak,priceList,external_system_metadata,quantity_pricing,2026-07,admin_graphql_pricelists,READ,WRITE through quantity pricing mutations; exact mutation/input certification pending,Pricing,PriceList reference,INITIAL_RESEARCH
QuantityPriceBreak,variant,external_system_metadata,quantity_pricing,2026-07,admin_graphql_pricelists,READ,WRITE through quantity pricing mutations; exact mutation/input certification pending,Pricing,ProductVariant reference,INITIAL_RESEARCH
MediaImage,alt,semantic_field,media,2026-07,admin_graphql_media,READ,WRITE through FileSet/media operations where field is accepted; processing fields system-owned,Media,MediaImage alt,INITIAL_RESEARCH
MediaImage,createdAt,external_system_metadata,media,2026-07,admin_graphql_media,READ,WRITE through FileSet/media operations where field is accepted; processing fields system-owned,Media,MediaImage createdAt,INITIAL_RESEARCH
MediaImage,fileErrors,derived_projection,media,2026-07,admin_graphql_media,READ,WRITE through FileSet/media operations where field is accepted; processing fields system-owned,Media,MediaImage fileErrors,INITIAL_RESEARCH
MediaImage,fileStatus,derived_projection,media,2026-07,admin_graphql_media,READ,WRITE through FileSet/media operations where field is accepted; processing fields system-owned,Media,MediaImage fileStatus,INITIAL_RESEARCH
MediaImage,id,external_system_metadata,media,2026-07,admin_graphql_media,READ,WRITE through FileSet/media operations where field is accepted; processing fields system-owned,Media,MediaImage id,INITIAL_RESEARCH
MediaImage,image,structured_capability,media,2026-07,admin_graphql_media,READ,WRITE through FileSet/media operations where field is accepted; processing fields system-owned,Media,MediaImage image,INITIAL_RESEARCH
MediaImage,mediaContentType,structured_capability,media,2026-07,admin_graphql_media,READ,WRITE through FileSet/media operations where field is accepted; processing fields system-owned,Media,MediaImage mediaContentType,INITIAL_RESEARCH
MediaImage,mediaErrors,derived_projection,media,2026-07,admin_graphql_media,READ,WRITE through FileSet/media operations where field is accepted; processing fields system-owned,Media,MediaImage mediaErrors,INITIAL_RESEARCH
MediaImage,mediaWarnings,derived_projection,media,2026-07,admin_graphql_media,READ,WRITE through FileSet/media operations where field is accepted; processing fields system-owned,Media,MediaImage mediaWarnings,INITIAL_RESEARCH
MediaImage,mimeType,derived_projection,media,2026-07,admin_graphql_media,READ,WRITE through FileSet/media operations where field is accepted; processing fields system-owned,Media,MediaImage mimeType,INITIAL_RESEARCH
MediaImage,originalSource,structured_capability,media,2026-07,admin_graphql_media,READ,WRITE through FileSet/media operations where field is accepted; processing fields system-owned,Media,MediaImage originalSource,INITIAL_RESEARCH
MediaImage,preview,derived_projection,media,2026-07,admin_graphql_media,READ,WRITE through FileSet/media operations where field is accepted; processing fields system-owned,Media,MediaImage preview,INITIAL_RESEARCH
MediaImage,status,derived_projection,media,2026-07,admin_graphql_media,READ,WRITE through FileSet/media operations where field is accepted; processing fields system-owned,Media,MediaImage status,INITIAL_RESEARCH
MediaImage,translations,structured_capability,media,2026-07,admin_graphql_media,READ,WRITE through FileSet/media operations where field is accepted; processing fields system-owned,Media,MediaImage translations,INITIAL_RESEARCH
MediaImage,updatedAt,external_system_metadata,media,2026-07,admin_graphql_media,READ,WRITE through FileSet/media operations where field is accepted; processing fields system-owned,Media,MediaImage updatedAt,INITIAL_RESEARCH
Video,alt,semantic_field,media,2026-07,admin_graphql_media,READ,WRITE through FileSet/media operations where field is accepted; processing fields system-owned,Media,Video alt,INITIAL_RESEARCH
Video,createdAt,external_system_metadata,media,2026-07,admin_graphql_media,READ,WRITE through FileSet/media operations where field is accepted; processing fields system-owned,Media,Video createdAt,INITIAL_RESEARCH
Video,duration,derived_projection,media,2026-07,admin_graphql_media,READ,WRITE through FileSet/media operations where field is accepted; processing fields system-owned,Media,Video duration,INITIAL_RESEARCH
Video,fileErrors,derived_projection,media,2026-07,admin_graphql_media,READ,WRITE through FileSet/media operations where field is accepted; processing fields system-owned,Media,Video fileErrors,INITIAL_RESEARCH
Video,filename,structured_capability,media,2026-07,admin_graphql_media,READ,WRITE through FileSet/media operations where field is accepted; processing fields system-owned,Media,Video filename,INITIAL_RESEARCH
Video,fileStatus,derived_projection,media,2026-07,admin_graphql_media,READ,WRITE through FileSet/media operations where field is accepted; processing fields system-owned,Media,Video fileStatus,INITIAL_RESEARCH
Video,id,external_system_metadata,media,2026-07,admin_graphql_media,READ,WRITE through FileSet/media operations where field is accepted; processing fields system-owned,Media,Video id,INITIAL_RESEARCH
Video,mediaContentType,structured_capability,media,2026-07,admin_graphql_media,READ,WRITE through FileSet/media operations where field is accepted; processing fields system-owned,Media,Video mediaContentType,INITIAL_RESEARCH
Video,mediaErrors,derived_projection,media,2026-07,admin_graphql_media,READ,WRITE through FileSet/media operations where field is accepted; processing fields system-owned,Media,Video mediaErrors,INITIAL_RESEARCH
Video,mediaWarnings,derived_projection,media,2026-07,admin_graphql_media,READ,WRITE through FileSet/media operations where field is accepted; processing fields system-owned,Media,Video mediaWarnings,INITIAL_RESEARCH
Video,originalSource,structured_capability,media,2026-07,admin_graphql_media,READ,WRITE through FileSet/media operations where field is accepted; processing fields system-owned,Media,Video originalSource,INITIAL_RESEARCH
Video,preview,derived_projection,media,2026-07,admin_graphql_media,READ,WRITE through FileSet/media operations where field is accepted; processing fields system-owned,Media,Video preview,INITIAL_RESEARCH
Video,sources,structured_capability,media,2026-07,admin_graphql_media,READ,WRITE through FileSet/media operations where field is accepted; processing fields system-owned,Media,Video sources,INITIAL_RESEARCH
Video,status,derived_projection,media,2026-07,admin_graphql_media,READ,WRITE through FileSet/media operations where field is accepted; processing fields system-owned,Media,Video status,INITIAL_RESEARCH
Video,updatedAt,external_system_metadata,media,2026-07,admin_graphql_media,READ,WRITE through FileSet/media operations where field is accepted; processing fields system-owned,Media,Video updatedAt,INITIAL_RESEARCH
Model3d,alt,semantic_field,media,2026-07,admin_graphql_media,READ,WRITE through FileSet/media operations where field is accepted; processing fields system-owned,Media,Model3d alt,INITIAL_RESEARCH
Model3d,boundingBox,derived_projection,media,2026-07,admin_graphql_media,READ,WRITE through FileSet/media operations where field is accepted; processing fields system-owned,Media,Model3d boundingBox,INITIAL_RESEARCH
Model3d,createdAt,external_system_metadata,media,2026-07,admin_graphql_media,READ,WRITE through FileSet/media operations where field is accepted; processing fields system-owned,Media,Model3d createdAt,INITIAL_RESEARCH
Model3d,fileErrors,derived_projection,media,2026-07,admin_graphql_media,READ,WRITE through FileSet/media operations where field is accepted; processing fields system-owned,Media,Model3d fileErrors,INITIAL_RESEARCH
Model3d,filename,structured_capability,media,2026-07,admin_graphql_media,READ,WRITE through FileSet/media operations where field is accepted; processing fields system-owned,Media,Model3d filename,INITIAL_RESEARCH
Model3d,fileStatus,derived_projection,media,2026-07,admin_graphql_media,READ,WRITE through FileSet/media operations where field is accepted; processing fields system-owned,Media,Model3d fileStatus,INITIAL_RESEARCH
Model3d,id,external_system_metadata,media,2026-07,admin_graphql_media,READ,WRITE through FileSet/media operations where field is accepted; processing fields system-owned,Media,Model3d id,INITIAL_RESEARCH
Model3d,mediaContentType,structured_capability,media,2026-07,admin_graphql_media,READ,WRITE through FileSet/media operations where field is accepted; processing fields system-owned,Media,Model3d mediaContentType,INITIAL_RESEARCH
Model3d,mediaErrors,derived_projection,media,2026-07,admin_graphql_media,READ,WRITE through FileSet/media operations where field is accepted; processing fields system-owned,Media,Model3d mediaErrors,INITIAL_RESEARCH
Model3d,mediaWarnings,derived_projection,media,2026-07,admin_graphql_media,READ,WRITE through FileSet/media operations where field is accepted; processing fields system-owned,Media,Model3d mediaWarnings,INITIAL_RESEARCH
Model3d,originalSource,structured_capability,media,2026-07,admin_graphql_media,READ,WRITE through FileSet/media operations where field is accepted; processing fields system-owned,Media,Model3d originalSource,INITIAL_RESEARCH
Model3d,preview,derived_projection,media,2026-07,admin_graphql_media,READ,WRITE through FileSet/media operations where field is accepted; processing fields system-owned,Media,Model3d preview,INITIAL_RESEARCH
Model3d,sources,structured_capability,media,2026-07,admin_graphql_media,READ,WRITE through FileSet/media operations where field is accepted; processing fields system-owned,Media,Model3d sources,INITIAL_RESEARCH
Model3d,status,derived_projection,media,2026-07,admin_graphql_media,READ,WRITE through FileSet/media operations where field is accepted; processing fields system-owned,Media,Model3d status,INITIAL_RESEARCH
Model3d,updatedAt,external_system_metadata,media,2026-07,admin_graphql_media,READ,WRITE through FileSet/media operations where field is accepted; processing fields system-owned,Media,Model3d updatedAt,INITIAL_RESEARCH
ExternalVideo,alt,semantic_field,media,2026-07,admin_graphql_media,READ,WRITE through FileSet/media operations where field is accepted; processing fields system-owned,Media,ExternalVideo alt,INITIAL_RESEARCH
ExternalVideo,createdAt,external_system_metadata,media,2026-07,admin_graphql_media,READ,WRITE through FileSet/media operations where field is accepted; processing fields system-owned,Media,ExternalVideo createdAt,INITIAL_RESEARCH
ExternalVideo,embedUrl,derived_projection,media,2026-07,admin_graphql_media,READ,WRITE through FileSet/media operations where field is accepted; processing fields system-owned,Media,ExternalVideo embedUrl,INITIAL_RESEARCH
ExternalVideo,fileErrors,derived_projection,media,2026-07,admin_graphql_media,READ,WRITE through FileSet/media operations where field is accepted; processing fields system-owned,Media,ExternalVideo fileErrors,INITIAL_RESEARCH
ExternalVideo,fileStatus,derived_projection,media,2026-07,admin_graphql_media,READ,WRITE through FileSet/media operations where field is accepted; processing fields system-owned,Media,ExternalVideo fileStatus,INITIAL_RESEARCH
ExternalVideo,host,derived_projection,media,2026-07,admin_graphql_media,READ,WRITE through FileSet/media operations where field is accepted; processing fields system-owned,Media,ExternalVideo host,INITIAL_RESEARCH
ExternalVideo,id,external_system_metadata,media,2026-07,admin_graphql_media,READ,WRITE through FileSet/media operations where field is accepted; processing fields system-owned,Media,ExternalVideo id,INITIAL_RESEARCH
ExternalVideo,mediaContentType,structured_capability,media,2026-07,admin_graphql_media,READ,WRITE through FileSet/media operations where field is accepted; processing fields system-owned,Media,ExternalVideo mediaContentType,INITIAL_RESEARCH
ExternalVideo,mediaErrors,derived_projection,media,2026-07,admin_graphql_media,READ,WRITE through FileSet/media operations where field is accepted; processing fields system-owned,Media,ExternalVideo mediaErrors,INITIAL_RESEARCH
ExternalVideo,mediaWarnings,derived_projection,media,2026-07,admin_graphql_media,READ,WRITE through FileSet/media operations where field is accepted; processing fields system-owned,Media,ExternalVideo mediaWarnings,INITIAL_RESEARCH
ExternalVideo,originUrl,derived_projection,media,2026-07,admin_graphql_media,READ,WRITE through FileSet/media operations where field is accepted; processing fields system-owned,Media,ExternalVideo originUrl,INITIAL_RESEARCH
ExternalVideo,preview,derived_projection,media,2026-07,admin_graphql_media,READ,WRITE through FileSet/media operations where field is accepted; processing fields system-owned,Media,ExternalVideo preview,INITIAL_RESEARCH
ExternalVideo,status,derived_projection,media,2026-07,admin_graphql_media,READ,WRITE through FileSet/media operations where field is accepted; processing fields system-owned,Media,ExternalVideo status,INITIAL_RESEARCH
ExternalVideo,updatedAt,external_system_metadata,media,2026-07,admin_graphql_media,READ,WRITE through FileSet/media operations where field is accepted; processing fields system-owned,Media,ExternalVideo updatedAt,INITIAL_RESEARCH
ExternalVideo,updateStatus,derived_projection,media,2026-07,admin_graphql_media,READ,WRITE through FileSet/media operations where field is accepted; processing fields system-owned,Media,ExternalVideo updateStatus,INITIAL_RESEARCH
GiftCardProductSetInput,collections,structured_capability,gift_card_product,2026-07,admin_graphql_gift_card_product,input schema,WRITE via giftCardProductSet; availability/version must be confirmed on target,Gift-card Product capability,collections,INITIAL_RESEARCH
GiftCardProductSetInput,crossCurrencyRedeemable,domain_value,gift_card_product,2026-07,admin_graphql_gift_card_product,input schema,WRITE via giftCardProductSet; availability/version must be confirmed on target,Gift-card Product capability,crossCurrencyRedeemable,INITIAL_RESEARCH
GiftCardProductSetInput,descriptionHtml,semantic_field,gift_card_product,2026-07,admin_graphql_gift_card_product,input schema,WRITE via giftCardProductSet; availability/version must be confirmed on target,Gift-card Product capability,descriptionHtml,INITIAL_RESEARCH
GiftCardProductSetInput,files,structured_capability,gift_card_product,2026-07,admin_graphql_gift_card_product,input schema,WRITE via giftCardProductSet; availability/version must be confirmed on target,Gift-card Product capability,files,INITIAL_RESEARCH
GiftCardProductSetInput,giftCardTemplateSuffix,connector_context,gift_card_product,2026-07,admin_graphql_gift_card_product,input schema,WRITE via giftCardProductSet; availability/version must be confirmed on target,Gift-card Product capability,giftCardTemplateSuffix,INITIAL_RESEARCH
GiftCardProductSetInput,handle,connector_context,gift_card_product,2026-07,admin_graphql_gift_card_product,input schema,WRITE via giftCardProductSet; availability/version must be confirmed on target,Gift-card Product capability,handle,INITIAL_RESEARCH
GiftCardProductSetInput,issuanceCurrency,domain_value,gift_card_product,2026-07,admin_graphql_gift_card_product,input schema,WRITE via giftCardProductSet; availability/version must be confirmed on target,Gift-card Product capability,issuanceCurrency,INITIAL_RESEARCH
GiftCardProductSetInput,metafields,structured_capability,gift_card_product,2026-07,admin_graphql_gift_card_product,input schema,WRITE via giftCardProductSet; availability/version must be confirmed on target,Gift-card Product capability,metafields,INITIAL_RESEARCH
GiftCardProductSetInput,productOptions,structured_capability,gift_card_product,2026-07,admin_graphql_gift_card_product,input schema,WRITE via giftCardProductSet; availability/version must be confirmed on target,Gift-card Product capability,productOptions,INITIAL_RESEARCH
GiftCardProductSetInput,productType,semantic_field,gift_card_product,2026-07,admin_graphql_gift_card_product,input schema,WRITE via giftCardProductSet; availability/version must be confirmed on target,Gift-card Product capability,productType,INITIAL_RESEARCH
GiftCardProductSetInput,redirectNewHandle,connector_context,gift_card_product,2026-07,admin_graphql_gift_card_product,input schema,WRITE via giftCardProductSet; availability/version must be confirmed on target,Gift-card Product capability,redirectNewHandle,INITIAL_RESEARCH
GiftCardProductSetInput,seo,structured_capability,gift_card_product,2026-07,admin_graphql_gift_card_product,input schema,WRITE via giftCardProductSet; availability/version must be confirmed on target,Gift-card Product capability,seo,INITIAL_RESEARCH
GiftCardProductSetInput,status,semantic_field,gift_card_product,2026-07,admin_graphql_gift_card_product,input schema,WRITE via giftCardProductSet; availability/version must be confirmed on target,Gift-card Product capability,status,INITIAL_RESEARCH
GiftCardProductSetInput,tags,semantic_field,gift_card_product,2026-07,admin_graphql_gift_card_product,input schema,WRITE via giftCardProductSet; availability/version must be confirmed on target,Gift-card Product capability,tags,INITIAL_RESEARCH
GiftCardProductSetInput,templateSuffix,connector_context,gift_card_product,2026-07,admin_graphql_gift_card_product,input schema,WRITE via giftCardProductSet; availability/version must be confirmed on target,Gift-card Product capability,templateSuffix,INITIAL_RESEARCH
GiftCardProductSetInput,title,semantic_field,gift_card_product,2026-07,admin_graphql_gift_card_product,input schema,WRITE via giftCardProductSet; availability/version must be confirmed on target,Gift-card Product capability,title,INITIAL_RESEARCH
GiftCardProductSetInput,variants,structured_capability,gift_card_product,2026-07,admin_graphql_gift_card_product,input schema,WRITE via giftCardProductSet; availability/version must be confirmed on target,Gift-card Product capability,variants,INITIAL_RESEARCH
GiftCardProductSetInput,vendor,semantic_field,gift_card_product,2026-07,admin_graphql_gift_card_product,input schema,WRITE via giftCardProductSet; availability/version must be confirmed on target,Gift-card Product capability,vendor,INITIAL_RESEARCH
GiftCardProductVariantSetInput,barcode,semantic_field,gift_card_product,2026-07,admin_graphql_gift_card_product,input schema,WRITE via giftCardProductSet; gift-card variant defaults force non-taxable/no-shipping/untracked inventory,Gift-card Product capability,barcode,INITIAL_RESEARCH
GiftCardProductVariantSetInput,file,structured_capability,gift_card_product,2026-07,admin_graphql_gift_card_product,input schema,WRITE via giftCardProductSet; gift-card variant defaults force non-taxable/no-shipping/untracked inventory,Gift-card Product capability,file,INITIAL_RESEARCH
GiftCardProductVariantSetInput,id,external_system_metadata,gift_card_product,2026-07,admin_graphql_gift_card_product,input schema,WRITE via giftCardProductSet; gift-card variant defaults force non-taxable/no-shipping/untracked inventory,Gift-card Product capability,id,INITIAL_RESEARCH
GiftCardProductVariantSetInput,metafields,structured_capability,gift_card_product,2026-07,admin_graphql_gift_card_product,input schema,WRITE via giftCardProductSet; gift-card variant defaults force non-taxable/no-shipping/untracked inventory,Gift-card Product capability,metafields,INITIAL_RESEARCH
GiftCardProductVariantSetInput,optionValues,structured_capability,gift_card_product,2026-07,admin_graphql_gift_card_product,input schema,WRITE via giftCardProductSet; gift-card variant defaults force non-taxable/no-shipping/untracked inventory,Gift-card Product capability,optionValues,INITIAL_RESEARCH
